Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Hawaii,Nursing home/long term care facility,,77,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Hawaii,Other,0,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2022,03/31/2022,By Month,2022,3,Hawaii,Place of death unknown,0,0,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Total - All Places of Death,,403,12,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,"Healthcare setting, inpatient",,102,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,"Healthcare setting, outpatient or emergency room",0,22,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,"Healthcare setting, dead on arrival",0,17,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Decedent's home,0,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Hospice facility,0,26,0,0,0,0,
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Nursing home/long term care facility,0,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Other,,35,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2022,04/23/2022,By Month,2022,4,Hawaii,Place of death unknown,0,0,0,0,0,0,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Total - All Places of Death,0,1235,70,0,,76,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,"Healthcare setting, inpatient",0,291,38,0,0,38,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,"Healthcare setting, outpatient or emergency room",0,46,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Decedent's home,0,464,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Hospice facility,0,56,0,0,0,0,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Nursing home/long term care facility,0,324,21,0,0,21,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Other,0,54,0,0,0,0,
04/27/2022,01/01/2020,01/31/2020,By Month,2020,1,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Total - All Places of Death,0,1218,64,0,10,74,
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,"Healthcare setting, inpatient",0,287,36,0,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,"Healthcare setting, outpatient or emergency room",0,42,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Decedent's home,0,488,11,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Hospice facility,0,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Nursing home/long term care facility,0,294,13,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Other,0,49,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,02/01/2020,02/29/2020,By Month,2020,2,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Total - All Places of Death,10,1326,75,,13,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,"Healthcare setting, inpatient",,286,42,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,"Healthcare setting, outpatient or emergency room",,41,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Decedent's home,,556,11,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Hospice facility,0,61,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Nursing home/long term care facility,0,323,19,0,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Other,0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,03/01/2020,03/31/2020,By Month,2020,3,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Total - All Places of Death,55,1170,66,16,0,105,
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,"Healthcare setting, inpatient",21,230,29,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,"Healthcare setting, outpatient or emergency room",,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Decedent's home,,509,17,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Hospice facility,0,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Nursing home/long term care facility,29,296,16,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Other,0,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,04/01/2020,04/30/2020,By Month,2020,4,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Total - All Places of Death,22,1233,48,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,"Healthcare setting, inpatient",,221,22,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,"Healthcare setting, outpatient or emergency room",0,49,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Decedent's home,,556,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Hospice facility,0,53,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Nursing home/long term care facility,15,282,,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Other,0,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2020,05/31/2020,By Month,2020,5,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Total - All Places of Death,11,1230,45,,0,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,"Healthcare setting, inpatient",,240,25,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,"Healthcare setting, outpatient or emergency room",0,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Decedent's home,,545,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Hospice facility,0,51,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Nursing home/long term care facility,,271,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Other,0,77,0,0,0,0,
04/27/2022,06/01/2020,06/30/2020,By Month,2020,6,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Total - All Places of Death,129,1372,89,48,0,170,
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,"Healthcare setting, inpatient",72,317,54,32,0,94,
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,"Healthcare setting, outpatient or emergency room",0,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Decedent's home,18,528,14,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Hospice facility,0,54,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Nursing home/long term care facility,37,299,14,,0,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Other,,119,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2020,07/31/2020,By Month,2020,7,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Total - All Places of Death,180,1469,117,74,0,223,
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,"Healthcare setting, inpatient",88,328,79,57,0,110,
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,"Healthcare setting, outpatient or emergency room",,61,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Decedent's home,19,597,12,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Hospice facility,,57,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Nursing home/long term care facility,66,333,16,11,0,71,
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Other,,91,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2020,08/31/2020,By Month,2020,8,Idaho,Place of death unknown,0,0,0,0,0,0,
04/27/2022,09/01/2020,09/30/2020,By Month,2020,9,Idaho,Total - All Places of Death,113,1369,82,48,0,147,
04/27/2022,09/01/2020,09/30/2020,By Month,2020,9,Idaho,"Healthcare setting, inpatient",58,292,55,32,0,81,
04/27/2022,09/01/2020,09/30/2020,By Month,2020,9,Idaho,"Healthcare setting, outpatient or emergency room",,32,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
